Depth (m)	Temperature (C)	Conductivity (mS/cm)	Salinity (PSU)
  63.9		 -0.35		 28.11		 34.13
  64.0		 -0.35		 28.11		 34.12
  64.1		 -0.34		 28.13		 34.13
  64.2		 -0.35		 28.11		 34.12
  64.3		 -0.35		 28.11		 34.12
  64.4		 -0.36		 28.10		 34.12
  64.5		 -0.36		 28.10		 34.12
  64.7		 -0.36		 28.10		 34.12
  64.8		 -0.37		 28.10		 34.13
  64.9		 -0.38		 28.08		 34.12
  65.0		 -0.38		 28.08		 34.12
  65.1		 -0.39		 28.07		 34.11
  65.2		 -0.41		 28.07		 34.12
  65.3		 -0.45		 28.02		 34.11
  65.4		 -0.48		 28.00		 34.12
  65.5		 -0.49		 27.99		 34.12
  65.6		 -0.50		 27.99		 34.13
  65.8		 -0.50		 27.99		 34.13
  65.9		 -0.51		 27.99		 34.14
  66.0		 -0.51		 27.99		 34.14
  66.1		 -0.51		 27.97		 34.12
  66.2		 -0.51		 27.99		 34.14
  66.3		 -0.51		 27.97		 34.12
  66.4		 -0.51		 27.97		 34.12
  66.5		 -0.52		 27.97		 34.13
  66.6		 -0.52		 27.97		 34.13
  66.7		 -0.52		 27.97		 34.13
  66.9		 -0.52		 27.97		 34.13
  67.0		 -0.52		 27.97		 34.13
  67.1		 -0.53		 27.97		 34.14
  67.2		 -0.57		 27.93		 34.12
  67.3		 -0.60		 27.90		 34.11
  67.4		 -0.64		 27.87		 34.12
  67.5		 -0.66		 27.85		 34.12
  67.6		 -0.67		 27.85		 34.13
  67.7		 -0.68		 27.85		 34.15
  67.8		 -0.68		 27.84		 34.13
  68.0		 -0.68		 27.85		 34.15
  68.1		 -0.68		 27.84		 34.13
  68.2		 -0.69		 27.84		 34.14
  68.3		 -0.69		 27.82		 34.12
  68.4		 -0.71		 27.82		 34.13
  68.5		 -0.71		 27.82		 34.13
  68.6		 -0.71		 27.82		 34.13
  68.7		 -0.72		 27.82		 34.14
  68.8		 -0.72		 27.80		 34.12
  68.9		 -0.73		 27.80		 34.13
  69.1		 -0.73		 27.80		 34.13
  69.2		 -0.74		 27.79		 34.12
  69.3		 -0.75		 27.79		 34.14
  69.4		 -0.74		 27.79		 34.12
  69.5		 -0.75		 27.79		 34.14
  69.6		 -0.74		 27.79		 34.12
  69.7		 -0.75		 27.79		 34.14
  69.8		 -0.75		 27.79		 34.14
  69.9		 -0.75		 27.79		 34.14
  70.0		 -0.76		 27.79		 34.15
  70.2		 -0.76		 27.77		 34.13
  70.3		 -0.77		 27.77		 34.14
  70.4		 -0.78		 27.76		 34.13
  70.5		 -0.78		 27.76		 34.13
  70.6		 -0.79		 27.76		 34.14
  70.7		 -0.79		 27.76		 34.14
  70.8		 -0.79		 27.76		 34.14
  70.9		 -0.81		 27.74		 34.14
  71.0		 -0.83		 27.71		 34.13
  71.1		 -0.87		 27.68		 34.12
  71.3		 -0.88		 27.68		 34.13
  71.4		 -0.89		 27.67		 34.13
  71.5		 -0.90		 27.67		 34.14
  71.6		 -0.89		 27.68		 34.15
  71.7		 -0.90		 27.67		 34.14
  71.8		 -0.89		 27.67		 34.13
  71.9		 -0.90		 27.67		 34.14
  72.0		 -0.90		 27.67		 34.14
  72.1		 -0.90		 27.67		 34.14
  72.2		 -0.91		 27.67		 34.15
  72.4		 -0.90		 27.67		 34.14
  72.5		 -0.90		 27.67		 34.14
  72.6		 -0.91		 27.67		 34.15
  72.7		 -0.90		 27.67		 34.14
  72.8		 -0.91		 27.65		 34.13
  72.9		 -0.91		 27.65		 34.13
  73.0		 -0.91		 27.65		 34.13
  73.1		 -0.91		 27.67		 34.15
  73.2		 -0.91		 27.65		 34.13
  73.3		 -0.91		 27.67		 34.15
  73.5		 -0.91		 27.67		 34.15
  73.6		 -0.91		 27.65		 34.13
  73.7		 -0.92		 27.65		 34.14
  73.8		 -0.91		 27.65		 34.13
  73.9		 -0.92		 27.65		 34.14
  74.0		 -0.91		 27.65		 34.13
  74.1		 -0.92		 27.65		 34.14
  74.2		 -0.92		 27.65		 34.14
  74.3		 -0.92		 27.65		 34.14
  74.4		 -0.92		 27.65		 34.14
  74.6		 -0.92		 27.65		 34.14
  74.7		 -0.92		 27.65		 34.14
  74.8		 -0.92		 27.65		 34.14
  74.9		 -0.92		 27.65		 34.14
  75.0		 -0.93		 27.65		 34.15
  75.1		 -0.92		 27.65		 34.14
  75.2		 -0.92		 27.65		 34.14
  75.3		 -0.93		 27.65		 34.15
  75.4		 -0.93		 27.65		 34.15
  75.5		 -0.93		 27.65		 34.15
  75.7		 -0.93		 27.64		 34.13
  75.8		 -0.93		 27.64		 34.13
  75.9		 -0.94		 27.64		 34.14
  76.0		 -0.94		 27.64		 34.14
  76.1		 -0.94		 27.64		 34.14
  76.2		 -0.94		 27.64		 34.14
